2017-12-29,
2017-12-28,
2017-12-27,
2017-12-26,
2017-12-22,
2017-12-21,
2017-12-20,
2017-12-19,
2017-12-18,
2017-12-15,
2017-12-14,
2017-12-13,
2017-12-12,
2017-12-11,
2017-12-08,
2017-12-07,
2017-12-06,
2017-12-05,
2017-12-04,
2017-12-01,
2017-11-30,
2017-11-29,
2017-11-28,
2017-11-27,
2017-11-24,
2017-11-22,
2017-11-21,
2017-11-20,
2017-11-17,
2017-11-16,
2017-11-15,
2017-11-14,
2017-11-13,
2017-11-10,
2017-11-09,
2017-11-07,
2017-11-06,
2017-11-03,
2017-11-02,
2017-11-01,172.05380000000005
2017-10-31,172.04905000000005
2017-10-30,171.94005000000007
2017-10-27,171.75130000000007
2017-10-26,171.42230000000006
2017-10-25,170.95717500000006
2017-10-24,170.50942500000005
2017-10-23,170.05492500000005
2017-10-20,169.59542500000003
2017-10-19,169.08442500000004
2017-10-18,168.73167500000005
2017-10-17,168.43792500000004
2017-10-16,168.12817500000003
2017-10-13,167.76042500000003
2017-10-12,167.34367500000002
2017-10-11,167.02317500000004
2017-10-10,166.68437500000002
2017-10-09,166.35512500000002
2017-10-06,165.99662500000002
2017-10-05,165.63637500000002
2017-10-04,165.196395
2017-10-03,164.76214499999998
2017-10-02,164.370395
2017-09-29,163.896645
2017-09-28,163.376395
2017-09-27,162.85789499999998
2017-09-26,162.31239499999998
2017-09-25,161.74764499999998
2017-09-22,161.295395
2017-09-21,160.87639500000003
2017-09-20,160.50064500000002
2017-09-19,160.241895
2017-09-18,159.925145
2017-09-15,159.572895
2017-09-14,159.163145
2017-09-13,158.75739499999997
2017-09-12,158.40764499999995
2017-09-11,158.08889499999995
2017-09-08,157.74214499999997
2017-09-07,157.57089499999998
2017-09-06,157.44639499999997
2017-09-05,157.27239499999996
2017-09-01,157.20564499999995
2017-08-31,157.22939499999995
2017-08-30,157.37789499999997
2017-08-29,157.54051999999996
2017-08-28,157.64976999999996
2017-08-25,157.74201999999997
2017-08-24,157.81976999999998
2017-08-23,157.91976999999997
2017-08-22,157.92026999999996
2017-08-21,157.83876999999995
2017-08-18,157.77926999999994
2017-08-17,157.80126999999996
2017-08-16,157.92501999999996
2017-08-15,158.05126999999996
2017-08-14,158.15001999999998
2017-08-11,158.19101999999995
2017-08-10,158.19026999999997
2017-08-09,158.3157487042977
2017-08-08,158.4653064143682
2017-08-04,158.4972569114817
2017-08-03,158.52554025016045
2017-08-02,158.5851649775497
2017-08-01,158.4892559813982
2017-07-31,158.33971821680547
2017-07-28,158.23361478511845
2017-07-27,158.21865426555468
2017-07-26,158.24240076972393
2017-07-25,158.21072001282843
2017-07-24,158.0958549230272
2017-07-21,157.86917370108995
2017-07-20,157.64573540731195
2017-07-19,157.40897841565067
2017-07-18,157.18881638871045
2017-07-17,156.92145689544546
2017-07-14,156.61189993585597
2017-07-13,156.25372127966622
2017-07-12,155.91674770686322
2017-07-11,155.50879534958295
2017-07-10,155.0728904746632
2017-07-07,154.6108245028865
2017-07-06,154.06340501924322
2017-07-05,153.55109813983321
2017-07-03,153.04035086593973
